时间,时间,眉山.大石桥站110kV.平大Ⅱ回126有功值,眉山.大石桥站10kV.大玉Ⅰ回913有功值,眉山.大石桥站10kV.大玉Ⅱ回926有功值,眉山.大石桥站10kV.大江Ⅱ回922有功值,眉山.大石桥站10kV.大旭Ⅱ回927有功值,眉山.大石桥站10kV.大旭Ⅰ回931有功值,眉山.大石桥站10kV.大江Ⅰ回933有功值,眉山.大石桥站110kV.平大Ⅰ回大石桥支线122有功值,眉山.大石桥站10kV.大东线916负荷916有功值,眉山.大石桥站10kV.庄大三线大石桥负荷924有功值,眉山.大石桥站10kV.大文一线928负荷928有功值,眉山.大石桥站10kV.大文二线929负荷929有功值,眉山.大石桥站10kV.大圣线941负荷941有功值,眉山.大石桥站10kV.庄大一线大石桥负荷942有功值,眉山.大石桥站10kV.大锦线919负荷919有功值,眉山.大石桥站10kV.大高线911负荷911有功值,眉山.大石桥站10kV.大北线915负荷915有功值,眉山.大石桥站10kV.大南线925负荷925有功值,眉山.大石桥站10kV.庄大二线大石桥负荷917有功值,眉山.大石桥站#2主变-低有功值,眉山.大石桥站#1主变-低有功值,眉山.大石桥站10kV.大学线918负荷918有功值,眉山.大石桥站10kV.大安线932负荷932有功值,眉山.大石桥站10kV.大青线935负荷935有功值
2016/8/4,21:30:00,-32.864,1.798,2.475,1.416,2.928,2.77,2.281,0,3.254,0.874,1.671,1.899,2.836,2.114,0.592,0.157,0.358,3.183,1.228,-17.549,-15.827,0.088,0,0
2016/8/4,21:45:00,-32.542,1.874,2.46,1.409,2.879,2.895,2.303,0,3.153,0.798,1.684,1.962,2.76,2.051,0.636,0.077,0.336,3.19,1.127,-17.357,-15.644,0.073,0,0
2016/8/4,22:00:00,-32.596,1.912,2.416,1.38,2.879,3.012,2.273,0,3.064,0.811,1.722,1.937,3.001,2.114,0.629,0.069,0.285,3.168,1.114,-17.395,-15.717,0.058,0,0
2016/8/4,22:15:00,-32.22,1.924,2.409,1.526,2.818,2.727,2.237,0,3.102,0.824,1.722,1.747,2.925,2.114,0.621,0.077,0.329,3.11,1.177,-17.203,-15.498,0.073,0,0
2016/8/4,22:30:00,-32.166,1.836,2.431,1.365,2.757,2.851,2.156,0,3.127,0.798,1.608,1.811,3.343,2.082,0.599,0.073,0.292,3.197,1.064,-17.203,-15.535,0.058,0,0
2016/8/4,22:45:00,-31.146,1.785,2.307,1.292,2.696,2.858,2.127,0,2.975,0.824,1.583,1.924,3.001,2.019,0.556,0.084,0.219,3.037,1.051,-16.666,-15.023,0.058,0,0
2016/8/4,23:00:00,-29.535,1.697,2.285,1.27,2.611,2.544,2.01,0,2.887,0.811,1.443,1.823,2.709,1.925,0.534,0.08,0.212,2.935,1.076,-15.782,-14.219,0.051,0,0
2016/8/4,23:15:00,-28.461,1.646,2.146,1.226,2.477,2.588,1.879,0,2.747,0.735,1.418,1.671,2.849,1.861,0.512,0.08,0.197,2.737,0.988,-15.168,-13.707,0.051,0,0
2016/8/4,23:30:00,-28.139,1.621,2.161,1.212,2.391,2.675,1.871,0,2.76,0.735,1.342,1.583,2.975,1.83,0.482,0.077,0.19,2.65,0.924,-15.053,-13.561,0.058,0,0
2016/8/4,23:45:00,-26.743,1.557,2.088,1.314,2.33,2.295,1.74,0,2.608,0.684,1.317,1.418,2.925,1.735,0.453,0.077,0.197,2.453,0.912,-14.285,-12.866,0.058,0,0
2016/8/5,0:00:00,-24.38,1.405,1.876,1.051,2.123,2.23,1.63,0,2.444,0.697,1.215,1.215,2.596,1.641,0.439,0.073,0.205,2.124,0.861,-13.018,-11.733,0.051,0,0
2016/8/5,0:15:00,-23.789,1.367,1.84,1.029,2.062,2.332,1.579,0,2.494,0.672,1.177,1.177,2.444,1.609,0.417,0.073,0.205,1.949,0.798,-12.71,-11.477,0.051,0,0
2016/8/5,0:30:00,-22.393,1.304,1.752,0.978,1.989,1.923,1.447,0,2.342,0.646,1.139,1.102,2.304,1.483,0.409,0.077,0.19,1.905,0.798,-11.981,-10.746,0.051,0,0
2016/8/5,0:45:00,-21.695,1.317,1.708,0.956,1.928,1.908,1.462,0,2.317,0.633,1.089,1.064,2.203,1.451,0.402,0.077,0.154,1.781,0.734,-11.558,-10.454,0.044,0,0
2016/8/5,1:00:00,-21.48,1.367,1.686,0.949,1.903,2.047,1.418,0,2.254,0.646,1.051,1.051,2.038,1.42,0.395,0.077,0.146,1.759,0.76,-11.405,-10.308,0.051,0,0
2016/8/5,1:15:00,-20.889,1.304,1.657,1,1.818,1.776,1.433,0,2.241,0.621,1.038,1.013,2.013,1.388,0.38,0.08,0.146,1.708,0.684,-11.136,-10.052,0.044,0,0
2016/8/5,1:30:00,-20.352,1.317,1.657,0.964,1.83,1.725,1.33,0,2.127,0.595,1.013,1,2.051,1.262,0.351,0.084,0.139,1.672,0.747,-10.906,-9.832,0.044,0,0
2016/8/5,1:45:00,-20.621,1.317,1.635,0.898,1.806,1.769,1.287,0,2.102,0.583,1.013,1,2.444,1.294,0.351,0.084,0.139,1.65,0.684,-10.982,-9.906,0.044,0,0
2016/8/5,2:00:00,-19.923,1.38,1.555,0.905,1.781,1.703,1.272,0,2.102,0.57,0.975,0.95,2.114,1.262,0.344,0.077,0.132,1.628,0.709,-10.675,-9.613,0.044,0,0
2016/8/5,2:15:00,-19.493,1.342,1.584,0.883,1.72,1.776,1.257,0,2.089,0.583,0.95,0.95,1.962,1.167,0.344,0.084,0.132,1.533,0.658,-10.406,-9.43,0.044,0,0
2016/8/5,2:30:00,-19.439,1.253,1.555,0.876,1.732,1.418,1.228,0,2.026,0.583,0.962,0.937,2.342,1.23,0.344,0.073,0.124,1.533,0.646,-10.368,-9.321,0.044,0,0
2016/8/5,2:45:00,-18.849,1.317,1.591,0.905,1.708,1.367,1.308,0,2.026,0.545,0.937,0.912,1.874,1.199,0.329,0.073,0.11,1.504,0.608,-10.061,-9.065,0.044,0,0
2016/8/5,3:00:00,-18.473,1.279,1.504,0.883,1.635,1.36,1.279,0,1.975,0.545,0.937,0.886,1.988,1.136,0.314,0.077,0.11,1.497,0.608,-9.869,-8.919,0.044,0,0
2016/8/5,3:15:00,-18.473,1.076,1.54,0.861,1.659,1.367,1.206,0,2,0.545,0.924,0.874,2.241,1.136,0.322,0.077,0.11,1.453,0.57,-9.83,-8.882,0.037,0,0
2016/8/5,3:30:00,-17.882,1.051,1.533,0.854,1.671,1.308,1.155,0,1.95,0.545,0.899,0.874,1.849,1.136,0.329,0.073,0.102,1.431,0.646,-9.523,-8.626,0.037,0,0
2016/8/5,3:45:00,-17.721,1.064,1.518,0.847,1.635,1.316,1.133,0,1.886,0.532,0.899,0.848,2,1.136,0.307,0.073,0.11,1.445,0.544,-9.485,-8.517,0.037,0,0
2016/8/5,4:00:00,-18.043,1.076,1.489,0.876,1.61,1.338,1.184,0,1.924,0.532,0.886,0.836,2.241,1.073,0.314,0.069,0.124,1.394,0.595,-9.6,-8.663,0.044,0,0
2016/8/5,4:15:00,-17.399,1.076,1.518,0.913,1.598,1.308,1.148,0,1.924,0.519,0.874,0.81,1.823,1.073,0.314,0.077,0.102,1.358,0.532,-9.254,-8.37,0.037,0,0
2016/8/5,4:30:00,-17.667,1.152,1.46,0.854,1.61,1.294,1.162,0,1.874,0.507,0.861,0.848,2.178,1.041,0.307,0.08,0.102,1.336,0.557,-9.446,-8.517,0.044,0,0
2016/8/5,4:45:00,-17.506,1.266,1.467,0.847,1.574,1.279,1.155,0,1.886,0.507,0.848,0.836,1.975,1.041,0.285,0.073,0.102,1.336,0.519,-9.331,-8.407,0.037,0,0
2016/8/5,5:00:00,-17.345,1.253,1.423,0.84,1.598,1.287,1.075,0,1.95,0.507,0.848,0.823,1.849,1.041,0.285,0.077,0.11,1.321,0.544,-9.216,-8.297,0.037,0,0
2016/8/5,5:15:00,-17.345,1.026,1.482,0.891,1.598,1.301,1.097,0,1.988,0.507,0.848,0.81,1.975,1.041,0.278,0.069,0.102,1.314,0.506,-9.216,-8.334,0.037,0,0
2016/8/5,5:30:00,-17.775,1.038,1.402,0.898,1.586,1.301,1.162,0,1.836,0.507,0.836,1.076,2.292,1.041,0.292,0.069,0.11,1.358,0.544,-9.523,-8.553,0.037,0,0
2016/8/5,5:45:00,-18.151,1.038,1.475,0.942,1.647,1.36,1.126,0,1.899,0.507,0.861,1.152,2.228,1.041,0.292,0.077,0.102,1.35,0.582,-9.677,-8.736,0.037,0,0
2016/8/5,6:00:00,-18.043,1.026,1.445,0.934,1.659,1.308,1.148,0,2.038,0.532,0.861,1.152,2.102,1.041,0.292,0.077,0.11,1.35,0.519,-9.638,-8.663,0.037,0,0
2016/8/5,6:15:00,-17.452,1,1.467,0.818,1.61,1.228,1.133,0,1.937,0.545,0.785,1.076,1.975,1.01,0.3,0.073,0.102,1.35,0.57,-9.331,-8.37,0.037,0,0
2016/8/5,6:30:00,-18.097,1.076,1.467,0.92,1.635,1.316,1.126,0,1.95,0.519,0.785,0.962,2.418,1.041,0.336,0.073,0.117,1.307,0.532,-9.638,-8.699,0.037,0,0
2016/8/5,6:45:00,-18.527,1.215,1.533,0.934,1.696,1.579,1.257,0,2.026,0.545,0.823,0.988,2.038,1.01,0.329,0.077,0.124,1.299,0.595,-9.907,-8.882,0.044,0,0
2016/8/5,7:00:00,-19.654,1.114,1.759,0.956,1.806,1.879,1.228,0,2.076,0.583,0.924,1.013,2.089,1.104,0.344,0.08,0.11,1.555,0.544,-10.483,-9.43,0.037,0,0
2016/8/5,7:15:00,-19.601,1.089,1.767,0.934,1.793,1.974,1.243,0,2.19,0.557,0.874,0.899,1.899,1.104,0.314,0.077,0.11,1.621,0.633,-10.483,-9.467,0.037,0,0
2016/8/5,7:30:00,-19.869,1.152,1.847,1.007,1.769,1.901,1.338,0,2.203,0.608,0.886,0.861,1.95,1.104,0.344,0.08,0.124,1.628,0.544,-10.56,-9.54,0.037,0,0
2016/8/5,7:45:00,-20.299,1.228,1.993,1.015,1.867,1.667,1.316,0,2.279,0.646,0.937,1.013,2.013,1.104,0.336,0.088,0.117,1.664,0.57,-10.829,-9.759,0.051,0,0
2016/8/5,8:00:00,-22.232,1.215,2.548,1.117,2.037,1.652,1.425,0,2.621,0.646,0.962,1.076,2.165,1.104,0.358,0.099,0.146,1.759,0.582,-11.789,-10.6,0.051,0,0
2016/8/5,8:15:00,-23.574,1.253,2.621,1.153,2.245,2.149,1.484,0,2.697,0.659,1.026,1.102,2.203,1.262,0.417,0.08,0.175,1.803,0.595,-12.595,-11.368,0.044,0,0.068
2016/8/5,8:30:00,-24.434,1.405,2.613,1.168,2.391,1.988,1.52,0,2.874,0.659,1.139,1.165,2.279,1.199,0.38,0.088,0.183,1.949,0.722,-12.979,-11.733,0.066,0,0.078
2016/8/5,8:45:00,-25.722,1.443,2.825,1.219,2.538,1.944,1.594,0,3.039,0.621,1.241,1.241,2.507,1.23,0.395,0.08,0.197,2.139,0.684,-13.67,-12.318,0.051,0,0.088
2016/8/5,9:00:00,-28.031,1.633,3.11,1.226,2.708,2.31,1.835,0,3.216,0.659,1.165,1.291,2.836,1.388,0.424,0.077,0.219,2.314,0.76,-14.976,-13.524,0.058,0,0.078
2016/8/5,9:15:00,-29.159,1.735,3.263,1.343,2.928,2.317,1.923,0,3.38,0.646,1.253,1.456,2.887,1.42,0.439,0.091,0.219,2.453,0.722,-15.629,-14.073,0.066,0,0.088
2016/8/5,9:30:00,-30.394,1.849,3.3,1.263,3.038,2.5,2.069,0,3.456,0.633,1.291,1.532,3.039,1.357,0.461,0.091,0.256,2.431,0.823,-16.205,-14.621,0.066,0,0.097
2016/8/5,9:45:00,-30.878,1.937,3.329,1.402,3.148,2.529,2.039,0,3.494,0.672,1.241,1.481,3.051,1.451,0.49,0.084,0.263,2.489,0.848,-16.435,-14.767,0.066,0,0.088
2016/8/5,10:00:00,-31.737,1.747,3.343,1.38,3.221,2.537,2.039,0,3.583,0.672,1.405,1.557,3.026,1.514,0.519,0.164,0.468,2.65,0.785,-16.934,-15.279,0.08,0,0.078
2016/8/5,10:15:00,-32.005,1.924,3.219,1.35,3.233,2.683,2.193,0,3.558,0.659,1.443,1.595,3.178,1.672,0.526,0.161,0.336,2.548,0.95,-17.088,-15.425,0.073,0,0.088
2016/8/5,10:30:00,-33.562,1.937,3.373,1.329,3.343,3.041,2.251,0,3.735,0.697,1.532,1.646,3.33,1.641,0.519,0.168,0.38,2.767,0.874,-17.933,-16.193,0.073,0,0.078
2016/8/5,10:45:00,-33.992,2.102,3.307,1.38,3.331,3.458,2.361,0,3.773,0.646,1.507,1.621,3.254,1.672,0.519,0.172,0.358,2.65,0.975,-18.125,-16.375,0.08,0,0.088
2016/8/5,11:00:00,-35.496,2.064,3.46,1.416,3.489,3.253,2.442,0,3.976,0.621,1.545,1.747,3.456,1.925,0.592,0.168,0.366,2.935,1,-18.931,-17.07,0.095,0,0.078
2016/8/5,11:15:00,-36.731,2.089,3.482,1.504,3.562,3.078,2.668,0,4.115,0.672,1.671,1.811,3.71,1.988,0.592,0.172,0.373,3,1.215,-19.661,-17.691,0.08,0,0.078
2016/8/5,11:30:00,-37.214,2.216,3.358,1.489,3.599,3.253,2.756,0,4.09,0.735,1.557,1.811,4.178,1.956,0.577,0.168,0.336,2.942,1.228,-19.814,-17.91,0.08,0,0.078
2016/8/5,11:45:00,-36.14,2,3.343,1.467,3.416,3.363,2.602,0,4.064,0.684,1.621,1.773,3.494,1.925,0.57,0.161,0.292,3.095,1.165,-19.354,-17.435,0.073,0,0.078
2016/8/5,12:00:00,-33.724,1.823,3.183,1.365,3.184,2.866,2.449,0,3.786,0.633,1.405,1.747,3.229,1.83,0.556,0.164,0.351,3.008,1.152,-18.048,-16.266,0.073,0,0
2016/8/5,12:15:00,-33.187,1.671,3.154,1.35,3.16,2.88,2.347,0,3.71,0.672,1.38,1.773,3.064,1.798,0.577,0.168,0.322,2.964,1.089,-17.702,-15.973,0.073,0,0
2016/8/5,12:30:00,-31.951,1.608,3.015,1.307,2.904,3.026,2.354,0,3.532,0.633,1.405,1.621,2.747,1.672,0.548,0.164,0.307,2.986,1.139,-17.088,-15.352,0.066,0,0
2016/8/5,12:45:00,-30.072,1.684,2.898,1.292,2.794,2.485,2.135,0,3.33,0.57,1.342,1.684,2.57,1.577,0.534,0.172,0.322,2.759,1.051,-16.051,-14.475,0.051,0,0
2016/8/5,13:00:00,-29.965,1.646,2.862,1.219,2.782,2.515,2.164,0,3.317,0.57,1.481,1.697,2.57,1.546,0.504,0.168,0.329,2.708,1.038,-15.974,-14.438,0.051,0,0
2016/8/5,13:15:00,-29.32,1.418,2.803,1.204,2.696,2.756,2.01,0,3.203,0.557,1.367,1.646,2.735,1.546,0.519,0.172,0.285,2.577,1,-15.706,-14.109,0.058,0,0
2016/8/5,13:30:00,-28.891,1.557,2.686,1.226,2.562,2.529,1.923,0,3.14,0.557,1.393,1.633,2.532,1.546,0.512,0.161,0.3,2.657,1,-15.437,-13.89,0.066,0,0
2016/8/5,13:45:00,-28.729,1.456,2.657,1.219,2.635,2.471,1.937,0,3.216,0.57,1.38,1.621,2.722,1.577,0.497,0.168,0.358,2.555,0.836,-15.36,-13.817,0.066,0,0
2016/8/5,14:00:00,-29.32,1.671,2.708,1.153,2.721,2.61,1.981,0,3.279,0.595,1.393,1.57,2.646,1.609,0.512,0.168,0.344,2.526,0.899,-15.667,-14.146,0.058,0,0.078
2016/8/5,14:15:00,-30.985,1.709,2.905,1.263,2.867,2.887,2.091,0,3.52,0.57,1.519,1.684,2.747,1.641,0.548,0.172,0.27,2.65,0.924,-16.512,-14.95,0.058,0,0.107
2016/8/5,14:30:00,-32.327,1.709,2.986,1.285,2.928,2.785,2.251,0,3.697,0.57,1.443,1.646,3.545,1.798,0.548,0.164,0.27,2.862,1.026,-17.242,-15.571,0.073,0,0.078
2016/8/5,14:45:00,-32.113,1.95,2.876,1.299,2.94,2.851,2.215,0,3.684,0.608,1.507,1.519,2.874,1.861,0.526,0.161,0.285,3.044,0.962,-17.165,-15.461,0.088,0,0.078
2016/8/5,15:00:00,-34.099,1.988,3.037,1.314,3.172,3.063,2.39,0,3.773,0.672,1.507,1.557,3.583,1.893,0.556,0.172,0.292,3.081,1.026,-18.202,-16.375,0.073,0,0.068
2016/8/5,15:15:00,-33.885,1.924,3.095,1.372,3.087,2.88,2.39,0,3.862,0.722,1.633,1.747,3.051,1.988,0.548,0.168,0.314,3.102,1.127,-18.125,-16.339,0.066,0,0.078
2016/8/5,15:30:00,-34.798,1.975,3.051,1.445,3.16,2.997,2.449,0,3.811,0.735,1.545,1.76,3.621,1.893,0.57,0.172,0.329,3.11,1.102,-18.586,-16.741,0.073,0,0.078
2016/8/5,15:45:00,-34.959,1.95,3.11,1.504,3.148,3.268,2.398,0,3.849,0.773,1.583,1.76,3.317,1.861,0.57,0.172,0.336,3.19,0.988,-18.662,-16.85,0.08,0,0.088
2016/8/5,16:00:00,-34.583,2,3.073,1.453,3.221,2.887,2.42,0,3.811,0.748,1.608,1.76,3.203,1.925,0.592,0.164,0.366,3.19,1.051,-18.432,-16.668,0.073,0,0.088
2016/8/5,16:15:00,-34.099,1.924,3.037,1.46,3.196,2.8,2.398,0,3.836,0.748,1.405,1.735,3.317,1.893,0.57,0.168,0.322,3.205,1.051,-18.278,-16.375,0.08,0,0.068
2016/8/5,16:30:00,-34.422,1.811,3.03,1.38,3.16,2.902,2.434,0,3.748,0.748,1.456,1.773,3.418,1.861,0.57,0.175,0.387,3.219,1.127,-18.394,-16.595,0.08,0,0.078
2016/8/5,16:45:00,-34.529,1.899,3.044,1.65,3.233,2.895,2.339,0,3.71,0.786,1.405,1.798,3.343,1.925,0.556,0.175,0.395,3.263,1.102,-18.432,-16.595,0.08,0,0.078
2016/8/5,17:00:00,-34.529,1.899,2.986,1.599,3.111,2.917,2.339,0,3.748,0.773,1.405,1.823,3.393,1.893,0.563,0.172,0.366,3.336,1.215,-18.432,-16.668,0.073,0,0.088
2016/8/5,17:15:00,-34.314,1.924,2.986,1.621,3.135,2.749,2.354,0,3.862,0.836,1.494,1.773,2.874,2.019,0.57,0.168,0.329,3.343,1.317,-18.355,-16.522,0.058,0,0.068
2016/8/5,17:30:00,-33.509,1.95,2.898,1.591,2.94,2.924,2.171,0,3.684,0.798,1.456,1.836,2.697,2.114,0.556,0.168,0.314,3.241,1.203,-17.894,-16.119,0.073,0,0
2016/8/5,17:45:00,-32.274,1.646,2.672,1.504,2.83,2.646,2.047,0,3.418,0.798,1.456,1.924,2.646,1.988,0.548,0.172,0.387,3.329,1.228,-17.203,-15.535,0.08,0,0.068
2016/8/5,18:00:00,-30.878,1.595,2.504,1.394,2.733,2.281,2.003,0,3.241,0.849,1.304,1.849,2.747,1.925,0.519,0.172,0.395,3.234,1.215,-16.512,-14.913,0.073,0,0
2016/8/5,18:15:00,-30.287,1.469,2.424,1.321,2.769,2.5,1.908,0,3.064,0.76,1.177,1.975,2.646,1.861,0.49,0.164,0.366,3.168,1.241,-16.166,-14.584,0.066,0,0
2016/8/5,18:30:00,-29.965,1.393,2.38,1.292,2.611,2.383,1.879,0,3.064,0.722,1.19,1.811,2.988,1.767,0.519,0.164,0.409,3.154,1.102,-15.936,-14.401,0.066,0,0
2016/8/5,18:45:00,-29.32,1.481,2.336,1.307,2.599,2.098,1.871,0,3.064,0.773,1.203,1.975,2.735,1.767,0.504,0.08,0.366,3.219,1.114,-15.667,-14.146,0.073,0,0
2016/8/5,19:00:00,-28.998,1.481,2.212,1.299,2.538,2.442,1.849,0,2.95,0.748,1.152,1.937,2.811,1.672,0.504,0.08,0.38,3.132,1.102,-15.475,-13.963,0.058,0,0
2016/8/5,19:15:00,-28.729,1.469,2.102,1.256,2.538,2.317,1.842,0,2.887,0.697,1.102,1.823,2.912,1.704,0.49,0.088,0.358,3.175,1.064,-15.36,-13.78,0.066,0,0
2016/8/5,19:30:00,-28.192,1.532,2.132,1.226,2.464,2.091,1.827,0,2.861,0.71,1.064,1.912,2.418,1.704,0.461,0.08,0.497,3.088,1.076,-15.014,-13.561,0.058,0,0
2016/8/5,19:45:00,-28.461,1.494,2.132,1.248,2.513,2.485,1.835,0,2.747,0.71,1.127,1.849,2.507,1.735,0.446,0.088,0.482,3.146,1.089,-15.168,-13.707,0.051,0,0
2016/8/5,20:00:00,-30.018,1.697,2.168,1.402,2.477,2.595,1.959,0,2.937,0.684,1.279,2.013,2.558,1.798,0.482,0.084,0.468,3.3,1.253,-16.051,-14.475,0.051,0,0
2016/8/5,20:15:00,-30.609,1.747,2.234,1.46,2.562,2.398,2.018,0,3.039,0.748,1.329,2.038,2.659,1.861,0.504,0.08,0.534,3.395,1.165,-16.435,-14.73,0.066,0,0
2016/8/5,20:30:00,-32.757,1.811,2.46,1.438,2.721,2.778,2.142,0,3.14,0.786,1.431,2.089,3.267,1.925,0.556,0.084,0.534,3.395,1.228,-17.472,-15.754,0.058,0,0
2016/8/5,20:45:00,-33.509,1.886,2.46,1.679,2.721,2.88,2.215,0,3.229,0.811,1.494,2.152,3.393,2.019,0.577,0.08,0.424,3.46,1.215,-17.933,-16.156,0.058,0,0
2016/8/5,21:00:00,-33.992,1.861,2.526,1.745,2.782,2.763,2.251,0,3.292,0.836,1.621,2.114,3.077,2.051,0.614,0.088,0.519,3.511,1.342,-18.202,-16.375,0.066,0,0
2016/8/5,21:15:00,-33.992,1.836,2.489,1.657,2.794,2.909,2.295,0,3.292,0.912,1.646,2.228,3.001,2.145,0.636,0.08,0.402,3.54,1.165,-18.163,-16.412,0.073,0,0
2016/8/5,21:30:00,-34.207,1.937,2.526,1.54,2.891,3.129,2.288,0,3.38,0.9,1.646,2.203,3.064,2.114,0.636,0.084,0.322,3.489,1.241,-18.278,-16.485,0.073,0,0
2016/8/5,21:45:00,-33.938,1.886,2.519,1.577,2.916,2.829,2.39,0,3.254,0.874,1.659,2.228,3.077,2.145,0.643,0.08,0.314,3.482,1.177,-18.202,-16.375,0.066,0,0
2016/8/5,22:00:00,-33.509,1.912,2.497,1.497,2.891,2.939,2.368,0,3.229,0.887,1.633,2,3.001,2.177,0.636,0.077,0.307,3.467,1.177,-17.894,-16.119,0.058,0,0
2016/8/5,22:15:00,-33.187,1.849,2.482,1.438,2.843,3.026,2.383,0,3.216,0.887,1.659,1.937,3.013,2.177,0.643,0.073,0.278,3.424,1.127,-17.702,-16.01,0.066,0,0
2016/8/5,22:30:00,-32.22,1.823,2.416,1.438,2.757,2.668,2.178,0,3.178,0.874,1.621,2.051,2.925,2.177,0.614,0.073,0.249,3.336,1.127,-17.203,-15.498,0.058,0,0
2016/8/5,22:45:00,-32.005,1.735,2.438,1.372,2.684,2.727,2.222,0,3.127,0.9,1.595,2,2.836,2.082,0.614,0.08,0.256,3.373,1.177,-17.126,-15.425,0.058,0,0
2016/8/5,23:00:00,-30.824,1.735,2.263,1.526,2.599,2.822,2.054,0,2.988,0.887,1.507,1.836,2.659,2.051,0.599,0.069,0.241,3.154,1.076,-16.474,-14.84,0.058,0,0
2016/8/5,23:15:00,-29.481,1.659,2.248,1.518,2.477,2.434,1.974,0,2.925,0.811,1.481,1.735,2.697,1.925,0.556,0.069,0.212,2.957,1.064,-15.744,-14.182,0.058,0,0
2016/8/5,23:30:00,-28.085,1.646,2.161,1.299,2.44,2.317,1.879,0,2.811,0.798,1.405,1.545,2.558,1.893,0.526,0.073,0.219,2.869,0.975,-15.053,-13.561,0.051,0,0
2016/8/5,23:45:00,-27.924,1.684,2.088,1.285,2.367,2.573,1.827,0,2.722,0.773,1.38,1.443,2.95,1.798,0.504,0.069,0.197,2.635,1.013,-14.938,-13.451,0.051,0,0
2016/8/6,0:00:00,-25.293,1.646,1.825,1.19,2.184,2.025,1.689,0,2.608,0.722,1.279,1.291,2.431,1.704,0.49,0.077,0.19,2.372,0.886,-13.517,-12.172,0.051,0,0
2016/8/6,0:15:00,-23.95,1.583,1.825,1.153,2.086,1.864,1.586,0,2.494,0.735,1.203,1.19,2.292,1.641,0.461,0.073,0.183,2.132,0.886,-12.787,-11.55,0.051,0,0
2016/8/6,0:30:00,-23.735,1.557,1.788,1.066,1.989,2.142,1.594,0,2.456,0.697,1.165,1.139,2.558,1.514,0.439,0.069,0.168,2.007,0.772,-12.672,-11.404,0.044,0,0
2016/8/6,0:45:00,-22.876,1.393,1.73,1.037,1.94,1.923,1.513,0,2.368,0.684,1.165,1.139,2.418,1.483,0.409,0.073,0.161,1.949,0.823,-12.211,-11.002,0.051,0,0
2016/8/6,1:00:00,-21.749,1.38,1.752,1.066,1.867,1.747,1.477,0,2.279,0.672,1.102,1.089,2.026,1.42,0.402,0.084,0.168,1.876,0.734,-11.597,-10.454,0.044,0,0
2016/8/6,1:15:00,-21.212,1.342,1.643,1,1.842,1.871,1.411,0,2.216,0.659,1.089,1.064,1.962,1.388,0.387,0.073,0.146,1.788,0.785,-11.328,-10.235,0.044,0,0
2016/8/6,1:30:00,-21.426,1.329,1.679,0.993,1.793,1.879,1.404,0,2.228,0.659,1.064,1.013,2.444,1.325,0.366,0.077,0.154,1.745,0.696,-11.482,-10.308,0.044,0,0
2016/8/6,1:45:00,-20.782,1.241,1.606,0.956,1.769,1.776,1.352,0,2.152,0.646,1.038,1,2.292,1.325,0.358,0.069,0.132,1.715,0.747,-11.098,-9.979,0.044,0,0
2016/8/6,2:00:00,-20.513,1.291,1.591,0.993,1.781,1.564,1.316,0,2.178,0.633,1.026,1.026,2.507,1.262,0.358,0.073,0.154,1.628,0.658,-10.944,-9.906,0.044,0,0
2016/8/6,2:15:00,-19.654,1.241,1.555,0.993,1.708,1.572,1.287,0,2.089,0.621,1.013,0.962,1.95,1.262,0.358,0.069,0.132,1.591,0.684,-10.445,-9.43,0.044,0,0
2016/8/6,2:30:00,-19.601,1.266,1.533,0.985,1.708,1.659,1.279,0,2.102,0.595,0.962,0.962,2.152,1.23,0.336,0.077,0.146,1.569,0.62,-10.56,-9.467,0.044,0,0
2016/8/6,2:45:00,-19.493,1.203,1.562,0.942,1.696,1.681,1.316,0,2.051,0.595,0.962,0.924,2.228,1.199,0.336,0.069,0.132,1.548,0.608,-10.406,-9.357,0.044,0,0
2016/8/6,3:00:00,-18.688,1.266,1.511,0.942,1.61,1.528,1.235,0,1.95,0.583,0.937,0.924,1.912,1.136,0.329,0.069,0.139,1.518,0.595,-9.946,-8.992,0.037,0,0
2016/8/6,3:15:00,-18.956,1.279,1.548,0.905,1.671,1.55,1.294,0,1.962,0.57,0.937,0.912,1.95,1.136,0.344,0.069,0.124,1.482,0.595,-10.099,-9.101,0.037,0,0
2016/8/6,3:30:00,-18.849,1.127,1.475,0.898,1.647,1.535,1.257,0,1.937,0.583,0.95,0.886,2.14,1.136,0.314,0.077,0.124,1.482,0.633,-10.022,-9.065,0.044,0,0
2016/8/6,3:45:00,-18.043,1.076,1.54,0.876,1.671,1.396,1.162,0,1.937,0.57,0.924,0.874,1.798,1.104,0.322,0.073,0.132,1.46,0.595,-9.6,-8.663,0.037,0,0
2016/8/6,4:00:00,-18.097,1.114,1.482,0.913,1.623,1.462,1.162,0,1.912,0.557,0.899,0.874,2.064,1.104,0.307,0.073,0.124,1.423,0.608,-9.677,-8.699,0.037,0,0
2016/8/6,4:15:00,-18.151,1.064,1.497,0.913,1.598,1.608,1.155,0,1.874,0.57,0.886,0.861,2.089,1.073,0.3,0.073,0.124,1.409,0.544,-9.715,-8.772,0.037,0,0
2016/8/6,4:30:00,-17.775,1.089,1.431,0.883,1.562,1.506,1.177,0,1.912,0.57,0.899,0.848,1.773,1.073,0.3,0.073,0.117,1.358,0.608,-9.446,-8.517,0.037,0,0
