时间,时间,眉山.大石桥站110kV.平大Ⅱ回126有功值,眉山.大石桥站10kV.大玉Ⅰ回913有功值,眉山.大石桥站10kV.大玉Ⅱ回926有功值,眉山.大石桥站10kV.大江Ⅱ回922有功值,眉山.大石桥站10kV.大旭Ⅱ回927有功值,眉山.大石桥站10kV.大旭Ⅰ回931有功值,眉山.大石桥站10kV.大江Ⅰ回933有功值,眉山.大石桥站110kV.平大Ⅰ回大石桥支线122有功值,眉山.大石桥站10kV.大东线916负荷916有功值,眉山.大石桥站10kV.庄大三线大石桥负荷924有功值,眉山.大石桥站10kV.大文一线928负荷928有功值,眉山.大石桥站10kV.大文二线929负荷929有功值,眉山.大石桥站10kV.大圣线941负荷941有功值,眉山.大石桥站10kV.庄大一线大石桥负荷942有功值,眉山.大石桥站10kV.大锦线919负荷919有功值,眉山.大石桥站10kV.大高线911负荷911有功值,眉山.大石桥站10kV.大北线915负荷915有功值,眉山.大石桥站10kV.大南线925负荷925有功值,眉山.大石桥站10kV.庄大二线大石桥负荷917有功值,眉山.大石桥站#2主变-低有功值,眉山.大石桥站#1主变-低有功值,眉山.大石桥站10kV.大学线918负荷918有功值,眉山.大石桥站10kV.大安线932负荷932有功值,眉山.大石桥站10kV.大青线935负荷935有功值
2016/8/22,5:15:00,-41.134,2.38,2.854,1.533,3.331,2.968,2.931,0,4.09,3.953,2.026,1.646,3.697,2.997,0.914,0.084,0.212,3.3,1.304,-22.003,-19.775,0.095,0,0
2016/8/22,5:30:00,-40.49,2.317,2.803,1.548,3.331,2.858,2.917,0,4.09,3.864,1.975,1.671,3.482,2.903,0.885,0.088,0.205,3.329,1.304,-21.696,-19.519,0.088,0,0
2016/8/22,5:45:00,-40.49,2.355,2.789,1.599,3.294,3.019,2.982,0,4.001,3.776,1.95,1.684,3.431,2.934,0.863,0.084,0.205,3.307,1.367,-21.696,-19.482,0.088,0,0
2016/8/22,6:00:00,-40.007,2.33,2.781,1.562,3.318,2.961,2.829,0,4.026,3.7,1.912,1.811,3.545,2.808,0.87,0.08,0.197,3.175,1.291,-21.427,-19.263,0.088,0,0
2016/8/22,6:15:00,-39.792,2.266,2.664,1.555,3.27,2.975,2.77,0,4.014,3.573,1.874,1.899,3.76,2.682,0.841,0.077,0.197,3.102,1.279,-21.235,-19.153,0.08,0,0
2016/8/22,6:30:00,-37.483,2.317,2.65,1.467,3.087,2.617,2.559,0,3.849,3.446,1.722,1.735,3.229,2.682,0.804,0.08,0.205,2.993,1.152,-20.045,-18.057,0.08,0,0
2016/8/22,6:45:00,-36.892,2.228,2.716,1.511,3.013,2.719,2.537,0,3.684,3.32,1.633,1.747,3.178,2.524,0.782,0.08,0.205,2.986,1.203,-19.738,-17.728,0.088,0,0
2016/8/22,7:00:00,-36.677,2.254,2.592,1.504,2.952,2.683,2.478,0,3.735,3.294,1.785,1.697,3.317,2.492,0.753,0.084,0.197,2.81,1.127,-19.584,-17.582,0.073,0,0
2016/8/22,7:15:00,-35.549,2.14,2.592,1.54,2.94,2.427,2.427,0,3.672,3.155,1.95,1.671,2.887,2.524,0.738,0.095,0.175,2.818,1.076,-19.008,-17.07,0.08,0,0
2016/8/22,7:30:00,-35.066,2.114,2.577,1.562,2.952,2.405,2.442,0,3.634,3.079,2.038,1.456,2.785,2.272,0.753,0.091,0.183,2.774,1.089,-18.701,-16.814,0.073,0,0
2016/8/22,7:45:00,-36.086,2.127,3.146,1.643,3.05,2.778,2.412,0,3.697,2.901,1.912,1.481,2.912,2.303,0.702,0.106,0.168,2.847,1.038,-19.277,-17.326,0.066,0,0
2016/8/22,8:00:00,-37.644,2.254,3.256,1.781,3.196,2.58,2.471,0,4.039,2.927,1.899,1.494,2.937,2.303,0.768,0.172,0.27,3.008,1.139,-20.083,-18.093,0.088,0,0
2016/8/22,8:15:00,-39.094,2.444,3.453,1.891,3.27,2.734,2.705,0,4.305,2.876,2.026,1.532,3.191,2.24,0.746,0.102,0.278,3.168,1.215,-20.928,-18.788,0.088,0,0.068
2016/8/22,8:30:00,-41.027,2.393,3.511,1.942,3.465,3.216,2.705,0,4.558,2.952,1.95,1.709,3.241,2.303,0.789,0.164,0.3,3.365,1.329,-21.965,-19.738,0.088,0,0.078
2016/8/22,8:45:00,-43.551,2.583,3.957,2.015,3.806,3.326,2.895,0,4.773,2.939,2.038,1.874,3.621,2.429,0.804,0.102,0.336,3.628,1.329,-23.309,-20.944,0.11,0,0.078
2016/8/22,9:00:00,-46.665,2.785,4.322,2.051,4.136,3.677,3.275,0,5.026,3.028,2.102,1.975,4.052,2.492,0.775,0.172,0.3,3.884,1.456,-24.998,-22.443,0.088,0,0.078
2016/8/22,9:15:00,-49.028,2.95,4.365,2.124,4.38,4.32,3.509,0,5.14,3.091,2.203,1.899,4.279,2.524,0.819,0.11,0.307,4.146,1.583,-26.227,-23.576,0.095,0,0.088
2016/8/22,9:30:00,-51.23,2.937,4.453,2.08,4.538,4.349,3.567,0,5.305,3.206,2.38,1.988,4.988,2.682,0.87,0.183,0.431,4.263,1.621,-27.379,-24.673,0.11,0,0.088
2016/8/22,9:45:00,-51.337,3.026,4.526,2.146,4.648,4.181,3.662,0,5.394,3.358,2.431,2.076,4.431,2.713,0.943,0.117,0.387,4.424,1.646,-27.379,-24.673,0.095,0,0.088
2016/8/22,10:00:00,-53.324,3.026,4.614,2.197,4.795,4.459,3.83,0,5.596,3.37,2.633,2.165,4.583,2.776,0.987,0.179,0.417,4.606,1.76,-28.57,-25.66,0.117,0,0.078
2016/8/22,10:15:00,-54.559,3.039,4.657,2.146,4.929,4.803,3.838,0,5.621,3.421,2.621,2.19,4.697,2.934,1.045,0.102,0.556,4.723,1.773,-29.146,-26.244,0.102,0,0.088
2016/8/22,10:30:00,-56.17,3.153,4.84,1.876,5.185,4.452,4.035,0,5.761,3.649,2.785,2.279,5.343,3.123,1.031,0.179,0.504,4.891,1.735,-30.106,-26.939,0.11,0,0.097
2016/8/22,10:45:00,-58.318,3.355,4.971,1.883,5.344,4.656,4.262,0,6.001,3.725,2.874,2.38,5.495,3.25,1.045,0.164,0.468,5.139,1.785,-31.181,-27.999,0.124,0,0.097
2016/8/22,11:00:00,-60.842,3.507,5.074,2.102,5.527,5.11,4.423,0,6.229,3.94,3.026,2.456,5.546,3.344,1.111,0.179,0.446,5.234,1.899,-32.448,-29.278,0.117,0,0.097
2016/8/22,11:15:00,-62.077,3.57,5.168,2.387,5.588,5.08,4.496,0,6.305,4.105,2.95,2.735,5.533,3.47,1.184,0.183,0.504,5.541,1.823,-33.331,-29.9,0.132,0,0.088
2016/8/22,11:30:00,-63.634,3.583,5.344,2.248,5.649,5.168,4.62,0,6.533,4.27,3.026,2.773,5.508,3.565,1.228,0.183,0.504,5.789,1.962,-34.022,-30.594,0.124,0,0.078
2016/8/22,11:45:00,-64.225,3.583,5.278,2.248,5.661,5.344,4.737,0,6.482,4.295,2.849,2.811,5.875,3.597,1.228,0.179,0.497,5.95,1.937,-34.291,-30.886,0.124,0,0.097
2016/8/22,12:00:00,-63.259,3.507,5.351,2.278,5.807,5.073,4.561,0,6.444,4.396,2.697,2.76,5.432,3.597,1.243,0.183,0.49,5.986,1.937,-33.869,-30.448,0.117,0,0.078
2016/8/22,12:15:00,-63.581,3.444,5.198,2.336,5.844,5.292,4.547,0,6.419,4.46,2.722,2.811,5.33,3.597,1.257,0.19,0.49,6.052,2,-34.022,-30.557,0.139,0,0.068
2016/8/22,12:30:00,-65.245,3.545,5.307,2.562,5.978,5.797,4.693,0,6.47,4.574,2.811,2.861,5.318,3.691,1.338,0.168,0.497,6.176,1.924,-34.906,-31.398,0.117,0,0
2016/8/22,12:45:00,-65.836,3.672,5.395,2.504,6.027,5.658,4.752,0,6.584,4.599,2.811,2.95,5.381,3.849,1.279,0.175,0.475,6.205,1.937,-35.174,-31.654,0.11,0,0
2016/8/22,13:00:00,-66.105,3.722,5.234,2.511,6.088,5.373,4.868,0,6.634,4.675,2.874,2.836,5.533,3.881,1.33,0.175,0.461,6.336,2.064,-35.328,-31.764,0.117,0,0.068
2016/8/22,13:15:00,-66.91,3.697,5.314,2.577,6.076,5.848,4.92,0,6.584,4.751,2.722,2.823,5.672,3.975,1.316,0.186,0.461,6.439,2.038,-35.827,-32.202,0.117,0,0.078
2016/8/22,13:30:00,-66.642,3.773,5.241,2.548,6.039,5.716,4.832,0,6.546,4.637,2.798,2.975,5.71,3.975,1.308,0.183,0.519,6.373,2.051,-35.674,-32.056,0.11,0,0.068
2016/8/22,13:45:00,-66.481,3.748,5.205,2.548,5.99,5.409,4.781,0,6.546,4.612,2.937,2.937,5.773,3.975,1.308,0.186,0.446,6.439,2.089,-35.558,-31.946,0.11,0,0.068
2016/8/22,14:00:00,-66.158,3.798,5.117,2.336,5.905,5.768,4.81,0,6.546,4.587,2.849,2.836,5.837,4.007,1.294,0.183,0.439,6.22,2.038,-35.366,-31.8,0.124,0,0.078
2016/8/22,14:15:00,-66.158,3.811,5.365,2.314,6.002,5.877,4.795,0,6.495,4.625,2.874,2.646,5.634,4.038,1.301,0.183,0.439,6.198,2.038,-35.366,-31.8,0.117,0,0.078
2016/8/22,14:30:00,-65.407,3.811,5.234,2.445,5.941,5.395,4.817,0,6.558,4.485,2.861,2.671,5.495,3.944,1.308,0.179,0.541,6.139,2.013,-34.982,-31.435,0.11,0,0.088
2016/8/22,14:45:00,-65.353,3.722,5.263,2.365,5.966,5.395,4.795,0,6.546,4.599,2.785,2.76,5.508,3.944,1.316,0.19,0.534,6.001,2.089,-34.944,-31.435,0.117,0,0.088
2016/8/22,15:00:00,-66.212,3.798,5.322,2.343,6.002,5.804,4.876,0,6.571,4.536,2.899,2.709,5.52,3.944,1.323,0.186,0.49,6.059,2.064,-35.366,-31.8,0.124,0,0.088
2016/8/22,15:15:00,-65.621,3.773,5.293,2.299,5.978,5.461,4.766,0,6.482,4.663,2.899,2.596,5.571,3.975,1.265,0.194,0.592,5.928,2.102,-35.059,-31.544,0.117,0,0.088
2016/8/22,15:30:00,-64.923,3.748,5.198,2.285,5.99,5.373,4.752,0,6.47,4.46,3.127,2.722,5.571,3.786,1.265,0.183,0.49,5.891,2.038,-34.714,-31.252,0.117,0,0.088
2016/8/22,15:45:00,-65.675,3.836,5.176,2.438,5.917,5.651,4.627,0,6.558,4.384,3.292,2.709,5.697,3.849,1.287,0.19,0.512,5.891,2,-35.136,-31.544,0.117,0,0.097
2016/8/22,16:00:00,-64.762,3.748,5.176,2.27,5.819,5.512,4.561,0,6.482,4.371,3.178,2.633,5.533,3.849,1.272,0.179,0.592,5.811,1.988,-34.598,-31.106,0.102,0,0.088
2016/8/22,16:15:00,-63.796,3.71,5.176,2.285,5.819,5.183,4.532,0,6.356,4.371,3.051,2.646,5.432,3.818,1.243,0.19,0.49,5.76,1.975,-34.061,-30.631,0.11,0,0.097
2016/8/22,16:30:00,-63.044,3.773,5.125,2.161,5.819,5.175,4.496,0,6.229,4.27,3.039,2.596,5.406,3.723,1.257,0.19,0.541,5.752,1.899,-33.715,-30.338,0.11,0,0.088
2016/8/22,16:45:00,-64.547,3.697,5.088,2.314,5.783,5.351,4.547,0,6.533,4.32,2.912,2.633,5.761,3.818,1.257,0.197,0.68,5.95,1.962,-34.522,-31.033,0.11,0,0.097
2016/8/22,17:00:00,-61.701,3.684,5.19,2.299,5.917,5.154,4.561,0,6.596,1.558,2.722,2.709,5.609,3.881,1.235,0.186,0.577,6.052,2.102,-32.87,-29.607,0.11,0,0.088
2016/8/22,17:15:00,-61.325,3.659,5.278,2.387,5.941,5.351,4.598,0,6.508,1.356,2.773,2.697,5.026,3.912,1.228,0.19,0.512,6.125,2.089,-32.717,-29.461,0.102,0,0.088
2016/8/22,17:30:00,-60.896,3.57,5.198,2.511,5.893,5.271,4.466,0,6.381,1.178,2.773,2.747,4.976,3.944,1.206,0.183,0.629,6.212,2.152,-32.563,-29.278,0.117,0,0.078
2016/8/22,17:45:00,-59.392,3.292,5.081,2.613,5.624,4.686,4.349,0,6.09,1.178,2.671,2.988,4.773,3.975,1.221,0.183,0.577,6.285,2.064,-31.718,-28.547,0.11,0,0.088
2016/8/22,18:00:00,-57.781,3.317,4.781,2.351,5.466,4.452,4.262,0,5.976,1.204,2.697,2.975,4.545,3.975,1.177,0.201,0.541,6.344,2.051,-30.912,-27.816,0.117,0,0
2016/8/22,18:15:00,-56.492,3.115,4.417,2.592,5.539,4.664,4.116,0,5.609,1.204,2.621,2.849,4.343,3.754,1.133,0.179,0.651,6.19,1.937,-30.221,-27.158,0.11,0,0
2016/8/22,18:30:00,-55.741,3.153,4.387,2.475,5.429,4.437,4.196,0,5.609,1.178,2.621,2.925,4.254,3.691,1.148,0.19,0.519,6.088,1.886,-29.837,-26.793,0.117,0,0
2016/8/22,18:45:00,-54.613,3.001,4.373,2.365,4.111,5.38,4.123,0,5.444,1.216,2.596,2.899,4.241,3.691,1.184,0.183,0.556,5.942,1.76,-29.184,-26.281,0.117,0,0
2016/8/22,19:00:00,-54.774,3.039,4.198,2.343,4.038,5.724,4.086,0,5.356,1.216,2.583,3.039,4.191,3.754,1.148,0.175,0.607,5.979,1.874,-29.261,-26.317,0.11,0,0
2016/8/22,19:15:00,-53.754,2.925,4.044,0.124,3.989,5.673,6.257,0,5.292,1.14,2.545,3.051,4.014,3.691,1.133,0.183,0.512,5.935,1.861,-28.762,-25.879,0.117,0,0
2016/8/22,19:30:00,-50.639,2.899,4.03,0.117,3.941,5.366,6.25,0,5.267,1.216,0,2.988,3.976,3.597,1.111,0.179,0.607,5.906,1.785,-27.034,-24.38,0.11,0,0
2016/8/22,19:45:00,-51.767,3.089,3.935,0.109,3.904,5.702,6.323,0,5.318,1.204,0,3.089,4.127,3.66,1.097,0.183,0.651,5.993,1.937,-27.686,-24.928,0.117,0,0
2016/8/22,20:00:00,-53.056,3.203,4.095,0.095,4.038,5.906,6.579,0,5.419,1.242,0,3.203,4.229,3.723,1.118,0.186,0.556,6.066,2.051,-28.378,-25.55,0.102,0,0
2016/8/22,20:15:00,-53.593,3.33,4.198,0.102,4.014,5.709,6.637,0,5.571,1.242,0,3.254,4.444,3.912,1.206,0.102,0.57,6.023,2.013,-28.685,-25.842,0.11,0,0
2016/8/22,20:30:00,-56.331,3.494,4.344,0.095,4.343,5.95,6.908,0,5.837,1.406,0,3.343,4.723,4.102,1.316,0.095,0.643,6.3,2.026,-30.144,-27.158,0.117,0,0
2016/8/22,20:45:00,-58.533,3.634,4.511,0.095,4.392,6.44,7.252,0,5.963,1.482,0,3.38,4.938,4.385,1.404,0.099,0.643,6.446,2.051,-31.296,-28.218,0.132,0,0.078
2016/8/22,21:00:00,-27.226,3.811,4.643,0.095,4.514,6.25,7.493,0,6.305,1.571,0,3.482,4.95,4.512,1.455,0.099,0.621,6.585,2.178,-32.141,-28.949,0.124,0,0
2016/8/22,21:15:00,-27.28,3.862,4.665,0.095,4.66,6.484,7.661,0,6.508,1.672,0,3.57,5.191,4.669,1.586,0.091,0.592,6.804,0,-31.872,-28.693,0.139,0,0
2016/8/22,21:30:00,-60.97,3.963,4.723,0.095,4.77,6.996,7.866,0,6.66,1.736,0,3.507,5.267,4.827,1.63,0.088,0.563,6.898,0,-32.717,-29.461,0.124,0,0.068
2016/8/22,21:45:00,-61.171,4.077,4.716,0.095,4.807,6.893,7.997,0,6.736,1.723,0,3.558,5.381,4.764,1.667,0.091,0.512,6.877,0,-32.794,-29.571,0.139,0,0.068
2016/8/22,22:00:00,-61.908,4.102,4.767,0.095,4.868,6.711,8.019,0,6.799,1.786,0,3.532,6.128,4.764,1.645,0.084,0.461,6.986,0,-33.178,-29.9,0.139,0,0.068
2016/8/22,22:15:00,-61.64,3.824,4.76,0.511,4.746,6.842,5.175,0,6.85,1.799,0,3.507,5.811,5.08,1.667,0.088,0.424,6.877,0,-33.024,-29.753,0.154,0,0.078
2016/8/22,22:30:00,-61.305,3.849,4.701,0.562,4.831,6.879,7.317,0,6.761,1.774,0,3.532,5.596,5.269,1.659,0.084,0.468,6.716,0,-32.87,-29.644,0.146,0,0.068
2016/8/22,22:45:00,-60.702,3.938,4.687,0.555,4.746,6.499,7.266,0,6.698,1.736,0,3.52,5.761,5.111,1.667,0.095,0.395,6.694,0,-32.486,-29.242,0.146,0,0.068
2016/8/22,23:00:00,-59.228,3.95,4.526,0.562,4.526,6.608,7.054,0,6.66,1.723,0,3.406,5.419,4.985,1.623,0.08,0.358,6.431,0,-31.718,-28.547,0.139,0,0.078
2016/8/22,23:15:00,-58.022,3.938,4.409,0.54,4.465,6.594,6.871,0,6.52,1.647,0,3.203,5.356,4.89,1.579,0.088,0.366,6.278,0,-31.104,-27.999,0.132,0,0.078
2016/8/22,23:30:00,-56.079,3.684,4.285,0.518,4.319,6.089,6.776,0,6.368,1.634,0,3.153,5.28,4.796,1.499,0.077,0.387,6.11,0,-30.067,-27.048,0.124,0,0.068
2016/8/22,23:45:00,-54.069,3.558,4.219,0.504,4.124,5.855,6.542,0,6.191,1.52,0,2.899,5.356,4.575,1.477,0.091,0.366,5.877,0,-29.069,-26.171,0.117,0,0
2016/8/23,0:00:00,-51.523,3.418,3.905,0.482,3.953,5.753,6.243,0,5.925,1.533,0,2.684,4.672,4.512,1.396,0.088,0.344,5.446,0,-27.571,-24.782,0.117,0,0
2016/8/23,0:15:00,-50.518,3.305,3.811,0.467,3.843,5.651,6.067,0,5.862,1.47,0,2.633,4.938,4.322,1.367,0.091,0.307,5.278,0,-27.034,-24.38,0.117,0,0.068
2016/8/23,0:30:00,-48.642,3.241,3.716,0.46,3.745,5.146,5.877,0,5.672,1.444,0,2.57,4.874,4.196,1.316,0.077,0.3,5.044,0,-26.112,-23.466,0.117,0,0
2016/8/23,0:45:00,-47.905,3.14,3.679,0.46,3.66,5.183,5.775,0,5.546,1.419,0,2.532,4.672,4.196,1.272,0.077,0.307,5.015,0,-25.69,-23.174,0.117,0,0
2016/8/23,1:00:00,-47.168,3.14,3.599,0.438,3.526,5.417,5.709,0,5.432,1.394,0,2.444,4.583,4.038,1.235,0.077,0.3,4.789,0,-25.229,-22.735,0.117,0,0
2016/8/23,1:15:00,-46.096,3.203,3.526,0.423,3.465,5.168,5.504,0,5.267,1.343,0,2.393,4.533,3.944,1.199,0.088,0.285,4.708,0,-24.653,-22.151,0.11,0,0
2016/8/23,1:30:00,-44.622,3.203,3.446,0.416,3.355,4.693,5.424,0,5.178,1.305,0,2.355,4.241,3.881,1.192,0.08,0.285,4.592,0,-23.923,-21.566,0.11,0,0
2016/8/23,1:45:00,-44.086,3.089,3.424,0.416,3.282,4.985,5.285,0,5.014,1.318,0,2.279,4.153,3.786,1.162,0.077,0.27,4.519,0,-23.578,-21.2,0.11,0,0
2016/8/23,2:00:00,-42.947,3.077,3.329,0.416,3.16,4.781,5.205,0,4.938,1.28,0,2.241,4.001,3.66,1.118,0.077,0.27,4.46,0,-23.078,-20.762,0.11,0,0
2016/8/23,2:15:00,-42.009,3.064,3.285,0.401,3.172,4.423,5.19,0,4.874,1.229,0,2.203,3.95,3.597,1.097,0.088,0.249,4.365,0,-22.579,-20.323,0.102,0,0
2016/8/23,2:30:00,-41.54,3.013,3.19,0.409,3.099,4.43,5.044,0,4.824,1.229,0,2.19,3.988,3.565,1.067,0.091,0.249,4.292,0,-22.272,-20.03,0.102,0,0
2016/8/23,2:45:00,-41.607,2.937,3.161,0.387,3.062,4.81,5.015,0,4.748,1.216,0,2.114,4.191,3.47,1.06,0.08,0.249,4.198,0,-22.31,-20.104,0.102,0,0
2016/8/23,3:00:00,-40.736,2.937,3.154,0.394,3.038,4.415,4.956,0,4.685,1.191,0,2.114,3.874,3.439,1.045,0.088,0.227,4.139,0,-21.773,-19.592,0.102,0,0
2016/8/23,3:15:00,-39.865,2.937,3.205,0.394,2.989,4.189,4.905,0,4.647,1.191,0,2.089,3.76,3.376,1.023,0.08,0.234,4.059,0,-21.427,-19.299,0.102,0,0
2016/8/23,3:30:00,-39.798,2.912,3.03,0.38,2.977,4.306,4.876,0,4.583,1.216,0,2.051,4.026,3.281,1.038,0.08,0.219,4.044,0,-21.389,-19.263,0.102,0,0
2016/8/23,3:45:00,-39.262,2.709,3.095,0.38,2.916,4.393,4.847,0,4.469,1.166,0,2.013,3.697,3.25,0.994,0.08,0.227,3.964,0,-20.928,-18.861,0.102,0,0
2016/8/23,4:00:00,-38.123,2.57,3.044,0.372,2.879,4.057,4.73,0,4.431,1.14,0,2,3.659,3.218,0.98,0.084,0.227,3.905,0,-20.429,-18.422,0.102,0,0
2016/8/23,4:15:00,-37.654,2.532,2.978,0.38,2.818,4.086,4.642,0,4.457,1.128,0,1.975,3.634,3.187,0.95,0.073,0.227,3.752,0,-20.198,-18.166,0.095,0,0
2016/8/23,4:30:00,-37.855,2.532,3.008,0.372,2.782,4.335,4.62,0,4.343,1.102,0,1.95,3.786,3.123,0.958,0.073,0.219,3.694,0,-20.198,-18.203,0.102,0,0
2016/8/23,4:45:00,-36.515,2.456,2.927,0.365,2.757,3.925,4.561,0,4.254,1.077,0,1.899,3.469,3.092,0.928,0.077,0.212,3.694,0,-19.546,-17.618,0.095,0,0
2016/8/23,5:00:00,-36.716,2.482,2.898,0.372,2.696,4.072,4.532,0,4.279,1.052,0,1.874,3.874,3.029,0.921,0.08,0.212,3.555,0,-19.661,-17.728,0.095,0,0
2016/8/23,5:15:00,-36.18,2.469,2.891,0.38,2.635,4.05,4.481,0,4.165,1.064,0,1.861,3.343,2.997,0.914,0.077,0.212,3.577,0,-19.277,-17.326,0.088,0,0
2016/8/23,5:30:00,-35.376,2.444,2.84,0.358,2.586,3.83,4.474,0,4.115,1.052,0,1.849,3.482,2.966,0.906,0.073,0.205,3.526,0,-18.97,-17.106,0.095,0,0
2016/8/23,5:45:00,-35.845,2.469,2.84,0.358,2.623,3.991,4.488,0,4.102,1.026,0,1.874,3.748,2.871,0.877,0.084,0.205,3.489,0,-19.238,-17.326,0.088,0,0
2016/8/23,6:00:00,-35.376,2.608,2.752,0.336,2.574,4.167,4.393,0,4.09,1.001,0,1.962,3.52,2.808,0.841,0.088,0.19,3.424,0,-18.97,-17.07,0.088,0,0
2016/8/23,6:15:00,-34.773,2.532,2.789,0.336,2.477,3.706,4.335,0,4.001,0.976,0,2.089,3.748,2.776,0.819,0.088,0.197,3.307,0,-18.701,-16.85,0.088,0,0
2016/8/23,6:30:00,-33.098,2.406,2.672,0.329,2.342,3.487,4.035,0,3.849,1.001,0,1.962,3.368,2.682,0.833,0.084,0.19,3.11,0,-17.702,-15.973,0.088,0,0
2016/8/23,6:45:00,-32.361,2.355,2.723,0.321,2.245,3.706,3.947,0,3.798,0.938,0,1.886,3.216,2.556,0.782,0.077,0.205,3.008,0,-17.357,-15.717,0.08,0,0
2016/8/23,7:00:00,-32.093,2.266,2.643,0.336,2.233,3.487,3.962,0,3.672,0.912,0,1.798,3.469,2.492,0.753,0.088,0.19,2.978,0,-17.126,-15.461,0.073,0,0
2016/8/23,7:15:00,-30.753,2.165,2.774,0.321,2.318,3.202,3.772,0,3.659,0.849,0,1.773,2.887,2.398,0.716,0.084,0.183,2.993,0,-16.512,-14.877,0.073,0,0
2016/8/23,7:30:00,-30.686,2.292,2.737,0.307,2.196,3.56,3.816,0,3.57,0.912,0,1.57,2.95,2.272,0.702,0.08,0.175,2.949,0,-16.435,-14.84,0.073,0,0
2016/8/23,7:45:00,-31.088,2.228,2.832,0.329,2.22,3.706,4.028,0,3.735,0.874,0,1.595,2.773,2.145,0.702,0.102,0.183,2.971,0,-16.627,-15.023,0.073,0,0
2016/8/23,8:00:00,-32.562,2.152,3.132,0.35,2.257,3.399,3.999,0,3.912,0.887,0,1.671,3.431,2.208,0.716,0.172,0.366,3.051,0,-17.434,-15.864,0.088,0,0.068
2016/8/23,8:15:00,-34.17,2.102,3.292,0.358,2.501,4.079,4.116,0,4.229,0.862,0,1.697,3.305,2.208,0.709,0.161,0.249,3.249,0,-18.278,-16.522,0.073,0,0.068
2016/8/23,8:30:00,-35.041,2.317,3.373,0.394,2.538,4.276,4.189,0,4.368,0.786,0,1.684,3.241,2.429,0.753,0.161,0.249,3.453,0,-18.816,-16.924,0.088,0,0.078
2016/8/23,8:45:00,-37.252,2.406,3.708,0.35,2.586,4.269,4.32,0,4.571,0.798,0,1.76,4.09,2.398,0.738,0.161,0.38,3.657,0,-19.93,-17.91,0.088,0,0.088
2016/8/23,9:00:00,-39.463,2.659,4.015,0.387,2.757,5,4.591,0,4.925,0.773,0,1.886,3.849,2.492,0.731,0.157,0.278,3.862,0,-21.12,-19.044,0.095,0,0.078
2016/8/23,9:15:00,-42.009,2.811,4.278,0.387,2.891,5.366,4.861,0,5.102,0.773,0,2.089,4.52,2.492,0.797,0.168,0.329,4.022,0,-22.541,-20.25,0.095,0,0.078
2016/8/23,9:30:00,-43.416,2.823,4.358,0.409,3.05,5.19,5.007,0,5.292,0.76,0,2.19,4.9,2.524,0.841,0.161,0.461,4.132,0,-23.155,-20.871,0.117,0,0.078
2016/8/23,9:45:00,-43.818,2.887,4.402,0.394,3.099,5.636,5.219,0,5.292,0.824,0,2.114,4.393,2.619,0.848,0.164,0.482,4.212,0,-23.501,-21.164,0.117,0,0.078
2016/8/23,10:00:00,-44.555,3.001,4.424,0.409,3.209,5.621,5.314,0,5.356,0.836,0,2.026,4.469,2.713,0.885,0.175,0.468,4.468,0,-23.885,-21.529,0.102,0,0.078
2016/8/23,10:15:00,-46.364,3.115,4.511,0.438,3.343,5.651,5.351,0,5.546,0.912,0,2.228,5.191,2.808,0.98,0.164,0.468,4.562,0,-24.883,-22.443,0.11,0,0.088
2016/8/23,10:30:00,-47.704,3.229,4.614,0.416,3.477,6.097,5.556,0,5.685,0.925,0,2.266,4.95,2.903,0.987,0.175,0.431,4.716,0,-25.651,-23.101,0.139,0,0.097
2016/8/23,10:45:00,-48.709,3.279,4.628,0.445,3.562,5.87,5.782,0,5.824,0.963,0,2.431,4.963,3.029,1.038,0.172,0.497,4.927,0,-26.074,-23.503,0.117,0,0.088
2016/8/23,11:00:00,-50.987,3.431,4.73,0.46,3.66,5.958,6.045,0,6.077,0.963,0,2.507,5.394,3.155,1.089,0.175,0.519,5.19,0,-27.226,-24.563,0.117,0,0.078
2016/8/23,11:15:00,-53.265,3.494,4.92,0.445,3.953,6.557,6.235,0,6.28,1.001,0,2.823,5.457,3.344,1.162,0.179,0.497,5.577,0,-28.531,-25.696,0.124,0,0.078
2016/8/23,11:30:00,-54.471,3.52,4.964,0.453,3.965,6.601,6.462,0,6.406,1.001,0,2.861,5.546,3.502,1.192,0.172,0.541,5.833,0,-29.107,-26.244,0.132,0,0.078
2016/8/23,11:45:00,-54.605,3.545,5.03,0.431,4.026,6.389,6.433,0,6.495,1.039,0,2.988,5.52,3.565,1.213,0.186,0.475,5.964,0,-29.299,-26.427,0.132,0,0.078
2016/8/23,12:00:00,-54.873,3.482,4.993,0.445,4.087,6.886,6.447,0,6.331,1.077,0,3.001,5.343,3.597,1.213,0.179,0.468,5.92,0,-29.299,-26.5,0.124,0,0.068
2016/8/23,12:15:00,-56.079,3.659,5.037,0.438,4.197,6.901,6.696,0,6.533,1.153,0,3.089,5.292,3.66,1.235,0.179,0.482,6.125,0,-29.99,-27.048,0.124,0,0
2016/8/23,12:30:00,-56.883,3.76,5.037,0.46,4.429,6.689,6.886,0,6.52,1.115,0,3.102,5.305,3.786,1.243,0.186,0.497,6.322,0,-30.336,-27.341,0.124,0,0
2016/8/23,12:45:00,-57.888,3.849,5.132,0.445,4.416,7.061,7.047,0,6.634,1.115,0,3.153,5.457,3.881,1.265,0.172,0.49,6.46,0,-30.989,-27.926,0.117,0,0
